,id,text,timestamp,user,location
0,942991081339310080,"Light in the #outage and I have #wifi @ Hermosa Beach, California https://www.instagram.com/p/Bc30jR7H_AOIeV_h-CbSNMrLirj29KWaudM1940/ …",2017-12-19 05:32:48,chigrl13,Los Angeles
1,942990418857390080,Planned #SCE #outage #noelectricity  until 7am I'm covered.… https://www.instagram.com/p/Bc30QA1nf8_Ped9MSQn2RxsBoHMUrXS3AwSqs80/ …,2017-12-19 05:30:10,chigrl13,Los Angeles
2,942782731225849861,"Power outage at the gym. (@ Everybody in Los Angeles, CA) https://www.swarmapp.com/c/lLP2iHoh06K pic.twitter.com/kEkh4S0ZiP",2017-12-18 15:44:53,K5M_Diary,Los Angeles
3,942539852947640320,Stuck in LA #atlairport #poweroutage @ LAX - Los Angeles International Airport https://www.instagram.com/p/Bc0nOnZHYCI/ ,2017-12-17 23:39:47,jasonplaysmusic,Los Angeles
4,942490104886693889,Power is out but we’re still here and slangin’ with staylightbeads! Swing thru and check off… https://www.instagram.com/p/Bc0QvD_lQEm/ ,2017-12-17 20:22:06,shoptopknotla,Los Angeles
5,942456923609219072,Our power is out and LA DWP isn’t sure how long until it’s back up again. To make it even more… https://www.instagram.com/p/Bcz8f6kgPsd/ ,2017-12-17 18:10:15,davecooks10,Los Angeles
6,942445603824586752,Our power is out and LA DWP isn’t sure how long until it’s back up again. To make it even more… https://www.instagram.com/p/Bcz8f6kgPsd/ ,2017-12-17 17:25:16,davecooks10,Los Angeles
7,942072330276048897,Power outage in DTLA ,2017-12-16 16:42:01,rouge8,Los Angeles
8,941753110636134401,unplanned power outage at work+cases cancelled=party time! #FRIYAY @ HAPPY PLACE https://www.instagram.com/p/BcvAx5Rnujk/ ,2017-12-15 19:33:33,meocadiz,Los Angeles
9,938062913151160321,#breakfast by #candlelight #poweroutage #darkness #nighttime #inside #cold #scary #creepy… https://www.instagram.com/p/BcUzdiRhnKW/ ,2017-12-05 15:10:01,DaBeeb,Los Angeles
10,937544828392476673,"Sure, there's Hepburn men and Garbo men, but me? I'm a MONROE man.

#neonsign #outage… https://www.instagram.com/p/BcRH4rVgf9d/ ",2017-12-04 04:51:20,therosefox,Los Angeles
11,933511531764924416,A good chunk of power is out in Los Feliz. Meaning traffic lights are out. Meaning the end is nigh.,2017-11-23 01:44:27,MandyBu,Los Angeles
12,930260947612160002,#thisjusttakesthecake come on ladwp1 !! #poweroutage #silverlake #smallbusiness… https://www.instagram.com/p/BbdXj-pASqF/ ,2017-11-14 02:27:47,adriatennor,Los Angeles
13,922198303646904322,"I can bring a studio to you, anywhere, anytime, even without electricity.… https://www.instagram.com/p/BakFFtIg9nb/ ",2017-10-22 20:29:43,DavidMartinJr,Los Angeles
14,812832602713362432,"Power's out at home...so it's movie time! (@ ArcLight Cinemas for La La Land in Los Angeles, CA) https://www.swarmapp.com/c/jOZ6zO1b4vV ",2016-12-25 01:29:28,waynesfca,Los Angeles
15,810721861222821888,STORY: LAX impacted by power outage in area http://abc7.la/2i5fOis ,2016-12-19 05:42:08,LosAngelesCP,Los Angeles
16,810255780846964736,The power is out in Westwood so we are practicing lashes in the natural light of the experience… https://www.instagram.com/p/BOIrh2_luLX/ ,2016-12-17 22:50:06,avedalosangeles,Los Angeles
17,809490648298467328,Power out!! Internal and External Triage.  I'm working with half lights on and AC just a breeze.… https://www.instagram.com/p/BODPj2-g960/ ,2016-12-15 20:09:44,ConcertgirlMT,Los Angeles
18,808137648195903492,"When the power is out at work... @ Atwater Village, Los Angeles https://www.instagram.com/p/BN5oUUojSoU2Fp0jfRKLerqUnaat0dsGOzcpsQ0/ …",2016-12-12 02:33:24,yvette_nicole5,Los Angeles
19,805963020773924864,"Even without electricity I'll still be making beats!  Practicing, week 3 of my #kanjira lessons.… https://www.instagram.com/p/BNqLaQKBa9N/ ",2016-12-06 02:32:12,imaginetito,Los Angeles
20,802683225428660224,BLACK OUT! SquaresVille closed for the rest of the night... Power outage y'all! @ SquaresVille https://www.instagram.com/p/BNS37xegh3V/ ,2016-11-27 01:19:28,SquaresVilleLA,Los Angeles
21,801176068107300864,Power outage and we are stuck in P3 storage... elevator is not… https://www.instagram.com/p/BNIKjnphwiSI0ZsMTlV83V7RxFDMxuEqg1Ptws0/ …,2016-11-22 21:30:34,ejmanix,Los Angeles
22,800596582907387904,This sucks!!!  #poweroutage @ NOHO Arts District https://www.instagram.com/p/BNEDCfNgfbN/ ,2016-11-21 07:07:54,LaBellaVita96,Los Angeles
